,년도 및 분기,회사명,지원 직종,지원 유형,학력,과,학점,토익 점수,토스 레벨,오픽 레벨,인턴 경험,자격증 개수,수상내역,자원봉사,해외 경험
3225,2017년 하반기,엘에스전선㈜,회계담당자,신입,서울4년,경영학과,3.75,895.0,Level6,,2.0,1.0,,2.0,
3226,2016년 하반기,엘에스전선㈜,통신엔지니어,신입,서울4년,전자공학과,3.2,710.0,Level5,M2,,,,,
3227,2016년 하반기,엘에스전선㈜,전기·전자엔지니어,신입,서울4년,신소재공학,3.3,910.0,,IH,,1.0,,1.0,
3228,2022년 하반기,엘지디스플레이,품질관리자,신입,지방4년,안전공학과,3.51,,,IM1,1.0,2.0,3.0,4.0,
3229,2020년 하반기,엘지디스플레이,재무담당자,신입,서울4년,경영학부,3.5,,Level6,,,14.0,11.0,1.0,1.0
3230,2022년 상반기,엘지디스플레이,반도체엔지니어,신입,서울4년,전자정보공학부 IT융합전공,3.81,,,IM1,,1.0,1.0,,
3231,2022년 상반기,엘지디스플레이,품질관리자,신입,서울4년,신소재공학부,3.58,880.0,,IM1,,1.0,,,
3232,2022년 상반기,엘지디스플레이,온라인마케터,신입,서울4년,경영학과,4.32,985.0,,IH,1.0,2.0,2.0,1.0,1.0
3233,2021년 하반기,엘지디스플레이,설계엔지니어,신입,수도권4년,기계공학과(공학),4.2,915.0,,IH,,,,,
3234,2021년 하반기,엘지디스플레이,온라인마케터,신입,서울4년,벤처중소기업학과,3.69,780.0,Level6,,1.0,2.0,,1.0,
3235,2021년 하반기,엘지디스플레이,반도체엔지니어,신입,서울4년,전기전자공학과,3.79,990.0,,IH,1.0,,,,
3236,2021년 상반기,엘지디스플레이,품질관리자,신입,수도권4년,화학과,4.09,930.0,,IH,,1.0,1.0,,
3237,2018년 하반기,엘지디스플레이,반도체엔지니어,신입,서울4년,나노소재공학과,4.06,870.0,Level7,,,,,,
3238,2018년 상반기,엘지디스플레이,반도체엔지니어,신입,서울4년,전자IT미디어공학과,3.79,780.0,Level6,,1.0,,,,
3239,2017년 하반기,엘지디스플레이,품질관리자,신입,서울4년,환경공학과,3.32,860.0,Level6,,,1.0,,,
3240,2017년 하반기,엘지디스플레이,반도체엔지니어,신입,대학원,신소재 공학,3.67,,,IM2,,,,,
3241,2017년 하반기,엘지디스플레이,품질관리자,신입,수도권4년,전기공학과,3.26,,Level6,,,1.0,,,
3242,2017년 상반기,엘지디스플레이,반도체엔지니어,신입,지방4년,전자공학부,3.86,870.0,,,,,,,
3243,2017년 상반기,엘지디스플레이,반도체엔지니어,신입,서울4년,유기나노시스템공학과,3.77,955.0,Level6,,1.0,2.0,1.0,,1.0
3244,2017년 상반기,엘지디스플레이,반도체엔지니어,신입,지방4년,전자공학,3.5,860.0,,,,,,,
3245,2017년 상반기,엘지디스플레이,반도체엔지니어,신입,지방4년,기계설계,3.85,700.0,,IM2,1.0,,1.0,,
3246,2016년 하반기,엘지디스플레이,전기·전자엔지니어,신입,지방4년,전자공학부,3.8,855.0,Level6,,1.0,,1.0,,
3247,2016년 하반기,엘지디스플레이,반도체엔지니어,신입,지방4년,전자공학,4.17,845.0,Level6,,1.0,,,1.0,
3248,2016년 하반기,엘지디스플레이,생산직종사자,신입,대졸4년,전자공학전공,3.82,,,IM1,,,,1.0,
3249,2016년 하반기,엘지디스플레이,품질관리자,신입,수도권4년,전자공학과,3.4,800.0,,,,,,,
3250,2016년 상반기,엘지디스플레이,품질관리자,신입,수도권4년,고분자시스템공학과,3.8,895.0,Level6,M1,1.0,,,,
3251,2016년 하반기,엘지디스플레이,품질관리자,신입,수도권4년,고분자시스템공학과,3.7,895.0,,M1,2.0,,,,
3252,2016년 상반기,엘지디스플레이,생산직종사자,신입,지방4년,전자공학부,3.7,835.0,Level6,,,,,,
3253,2016년 상반기,엘지디스플레이,반도체엔지니어,신입,지방4년,전자과,3.8,,Level5,,,2.0,1.0,,
3254,2016년 상반기,엘지디스플레이,생산직종사자,신입,서울4년,화학공학과,3.3,,,,,,,,
3255,2016년 상반기,엘지디스플레이,IT·기술영업,신입,지방4년,IT응용공학과,3.3,900.0,Level6,,1.0,3.0,,,
3256,2015년 상반기,엘지디스플레이,반도체엔지니어,신입,고졸,,,,,,,,,,
3257,2016년 상반기,엘지디스플레이,품질관리자,신입,서울4년,전기생체공학부,3.5,735.0,Level6,,1.0,2.0,,3.0,
3258,2015년 하반기,엘지디스플레이,품질관리자,신입,수도권4년,화학신소재공학부,3.7,885.0,Level6,,,,,,
3259,2016년 상반기,엘지디스플레이,IT·기술영업,신입,수도권4년,기계공학과,3.6,915.0,Level6,,,,,,1.0
3260,2016년 상반기,엘지디스플레이,품질관리자,인턴,지방4년,전자공학,4.0,850.0,Level7,,,,,,
3261,2016년 하반기,엘지디스플레이,IT·기술영업,신입,수도권4년,고분자공학과,4.0,845.0,Level6,,1.0,,1.0,1.0,
3262,2016년 상반기,엘지엔시스(주),시스템엔지니어,신입,서울4년,컴퓨터학부,3.7,850.0,Level6,,1.0,1.0,,,
3263,2016년 상반기,엘지엔시스(주),시스템엔지니어,신입,서울4년,컴퓨터공학부,3.9,940.0,,,,1.0,,,
3264,2017년 하반기,엘지유니참(주),영업지원,신입,해외대학,상경학부,3.03,930.0,,,1.0,4.0,,,1.0
3265,2023년 하반기,엘지전자㈜,소프트웨어개발자,신입,수도권4년,컴퓨터공학과,3.83,945.0,,IM1,,3.0,3.0,,
3266,2021년 하반기,엘지전자㈜,인사담당자,인턴,대학원,중국어교육전공,4.16,940.0,,AL,,,,,4.0
3267,2023년 상반기,엘지전자㈜,인사담당자,신입,서울4년,경영학과,3.5,,IH,,1.0,4.0,,2.0,
3268,2022년 하반기,엘지전자㈜,R&D·연구원,인턴,수도권4년,신소재 공학,3.65,,,IH,,,1.0,,1.0
3269,2023년 상반기,엘지전자㈜,소프트웨어개발자,신입,대학원,인공지능융합학과,4.13,,,IH,,,3.0,1.0,
3270,2022년 하반기,엘지전자㈜,설계엔지니어,인턴,서울4년,기계공학과,3.55,,,IM1,,3.0,1.0,,
3271,2020년 하반기,엘지전자㈜,영업지원,신입,서울4년,경영학부,3.5,,Level6,,,14.0,11.0,1.0,1.0
3272,2021년 하반기,엘지전자㈜,R&D·연구원,신입,서울4년,전기전자공학부,4.15,965.0,,IH,1.0,,,,
3273,2021년 하반기,엘지전자㈜,제품영업,신입,서울4년,영어영문학과,4.11,950.0,,IH,,3.0,2.0,,1.0
3274,2020년 하반기,엘지전자㈜,설계엔지니어,신입,서울4년,기계공학부,3.8,870.0,,IH,,2.0,,,
3275,2020년 하반기,엘지전자㈜,설계엔지니어,신입,대학원,반도체&디스플레이과학경영학과,3.95,760.0,,,1.0,2.0,,,1.0
3276,2020년 하반기,엘지전자㈜,제품영업,신입,해외대학,Supply Chain & Information Systems,3.49,,,,,,1.0,1.0,
3277,2019년 상반기,엘지전자㈜,인사담당자,인턴,서울4년,경제학부,3.09,965.0,Level6,,,1.0,,,
3278,2018년 하반기,엘지전자㈜,제품영업,신입,서울4년,경제학과,4.22,950.0,,IH,,2.0,1.0,1.0,2.0
3279,2018년 하반기,엘지전자㈜,전기·전자엔지니어,신입,서울4년,전자전기공학부,3.4,,Level7,,,1.0,,,
3280,2018년 하반기,엘지전자㈜,구매관리자,신입,서울4년,기계계열,3.56,970.0,,IH,,1.0,,,
3281,2018년 상반기,엘지전자㈜,품질관리자,신입,수도권4년,산업경영공학과,3.77,,,IM2,,,,,
3282,2018년 상반기,엘지전자㈜,반도체엔지니어,신입,대학원,기계공학과,4.25,700.0,Level5,,1.0,,,,
3283,2018년 하반기,엘지전자㈜,기계엔지니어,신입,지방4년,조선해양공학과,3.52,805.0,,IH,,,,,1.0
3284,2018년 상반기,엘지전자㈜,반도체엔지니어,신입,지방4년,기계공학과,4.23,760.0,,IM1,,2.0,,,
3285,2018년 상반기,엘지전자㈜,전기·전자엔지니어,신입,서울4년,전기전자,3.43,810.0,Level6,,,3.0,,,
3286,2018년 상반기,엘지전자㈜,인사담당자,신입,서울4년,사회학과,3.9,900.0,,IH,,,,,
3287,2018년 상반기,엘지전자㈜,재무담당자,신입,서울4년,회계세무학과,3.75,,Level6,,2.0,2.0,,2.0,
3288,2018년 상반기,엘지전자㈜,전기·전자엔지니어,신입,서울4년,전자IT미디어공학과,3.79,780.0,Level6,,1.0,,,,
3289,2017년 상반기,엘지전자㈜,제품영업,신입,서울4년,경제,3.3,815.0,,,,,,,
3290,2017년 하반기,엘지전자㈜,앱개발자,신입,대학원,휴먼ICT융합학과,4.07,,,IM2,2.0,5.0,2.0,,
3291,2017년 하반기,엘지전자㈜,기계엔지니어,신입,지방4년,신소재공학부 금속신소재공학전공,3.77,805.0,Level6,,,1.0,1.0,1.0,
3292,2017년 하반기,엘지전자㈜,반도체엔지니어,신입,대학원,신소재 공학,3.67,,,IM2,,,,,
3293,2016년 하반기,엘지전자㈜,앱개발자,신입,지방4년,컴퓨터학부,4.13,690.0,Level5,IM2,1.0,1.0,,,
3294,2017년 상반기,엘지전자㈜,영업지원,신입,서울4년,한국사학과,3.8,960.0,,IH,,3.0,,,1.0
3295,2017년 상반기,엘지전자㈜,제품영업,신입,서울4년,수학,3.5,955.0,Level7,IH,,,,,
3296,2015년 하반기,엘지전자㈜,시스템엔지니어,신입,대학원,컴퓨터공학,3.8,,,,,,,,
3297,2016년 하반기,엘지전자㈜,영업지원,신입,서울4년,식품자원경제학,3.74,940.0,Level6,,,,,,
3298,2016년 하반기,엘지전자㈜,IT·기술영업,신입,지방4년,기계공학,3.6,750.0,,IM2,,,,,
3299,2016년 하반기,엘지전자㈜,영업지원,신입,서울4년,영어교육학과,3.9,980.0,,IH,,1.0,,,
3300,2016년 하반기,엘지전자㈜,품질관리자,신입,서울4년,시스템경영공학과,3.5,825.0,,M2,,1.0,,,
3301,2016년 하반기,엘지전자㈜,재무담당자,신입,수도권4년,글로벌경영학과,3.9,990.0,,AL,1.0,,,1.0,
3302,2016년 하반기,엘지전자㈜,제품영업,신입,서울4년,한국사학과,3.7,960.0,Level6,,,1.0,,,1.0
3303,2016년 하반기,엘지전자㈜,전기·전자엔지니어,신입,서울4년,전자공학과,3.2,710.0,Level5,M2,,,,,
3304,2016년 상반기,엘지전자㈜,전기·전자엔지니어,신입,지방4년,전자전기공학과,3.4,,,,1.0,,,1.0,
3305,2016년 하반기,엘지전자㈜,설계엔지니어,신입,수도권4년,고분자시스템공학과,3.7,895.0,,M1,2.0,,,,
3306,2016년 상반기,엘지전자㈜,기계엔지니어,신입,서울4년,기계공학,3.6,820.0,Level6,,,,,,
3307,2015년 하반기,엘지전자㈜,반도체엔지니어,신입,수도권4년,화학공학,3.4,885.0,,,1.0,1.0,,1.0,
3308,2015년 하반기,엘지전자㈜,기계엔지니어,인턴,서울4년,융합전자공학부,3.4,925.0,,,1.0,1.0,,,
3309,2015년 상반기,엘지전자㈜,영업지원,신입,수도권4년,서어서문학과,3.6,890.0,,,,1.0,,1.0,
3310,2015년 하반기,엘지전자㈜,전기·전자엔지니어,신입,서울4년,전자공학과,3.2,710.0,Level5,,,,,,
3311,2016년 상반기,엘지전자㈜,기술·전문강사,신입,지방4년,컴퓨터학부,3.7,840.0,Level7,IH,2.0,,1.0,,1.0
3312,2016년 상반기,엘지전자㈜,생산직종사자,신입,서울4년,화학공학과,3.3,,,,,,,,
3313,2014년 하반기,엘지전자㈜,앱개발자,신입,서울4년,전자공학부,3.3,,,IL,,,,,
3314,2015년 상반기,엘지전자㈜,온라인마케터,신입,서울4년,경영학과,3.6,,,AL,,,,,1.0
3315,2016년 상반기,엘지전자㈜,영업지원,신입,서울4년,광고홍보학과,3.8,920.0,,,1.0,2.0,,,
3316,2016년 상반기,엘지전자㈜,전기·전자엔지니어,신입,서울4년,전기생체공학부,3.5,735.0,Level6,,1.0,2.0,,3.0,
3317,2015년 상반기,엘지전자㈜,온라인마케터,신입,서울4년,건축학과,3.7,850.0,Level6,,1.0,3.0,,1.0,
3318,2015년 하반기,엘지전자㈜,앱개발자,신입,서울4년,컴퓨터공학부,3.9,940.0,,,,1.0,,,
3319,2015년 상반기,엘지전자㈜,전기·전자엔지니어,신입,서울4년,기계공학과,3.4,,Level5,,,1.0,,,
3320,2016년 상반기,엘지전자㈜,앱개발자,신입,서울4년,컴퓨터공학부,3.9,940.0,,,,1.0,,,
3321,2015년 하반기,엘지전자㈜,시스템엔지니어,신입,서울4년,컴퓨터공학부,3.3,,,,,1.0,,,
3322,2015년 하반기,엘지전자㈜,전기·전자엔지니어,신입,서울4년,전자전기컴퓨터,3.8,,Level6,,,3.0,,,2.0
3323,2015년 상반기,엘지전자㈜,설계엔지니어,신입,서울4년,기계공학과,3.5,780.0,,,,1.0,,,
3324,2015년 하반기,엘지전자㈜,설계엔지니어,신입,수도권4년,기계공학부,3.4,,,,,,1.0,,
3325,2015년 하반기,엘지전자㈜,전기·전자엔지니어,신입,서울4년,기계공학과,3.5,,Level6,,,,,,
3326,2016년 상반기,엘지전자㈜,전기·전자엔지니어,신입,수도권4년,정보통신공학,3.8,600.0,,,1.0,,,,
3327,2015년 하반기,엘지전자㈜,생산직종사자,신입,지방4년,기계공학과,4.0,980.0,,,1.0,1.0,,,1.0
3328,2014년 상반기,엘지전자㈜,시스템엔지니어,신입,수도권4년,컴퓨터공학과,3.1,705.0,,,1.0,1.0,,,
3329,2015년 하반기,엘지전자㈜,앱개발자,신입,수도권4년,컴퓨터공학부,3.5,780.0,Level4,,,,,,
3330,2015년 하반기,엘지전자㈜,생산직종사자,신입,서울4년,기계공학과,3.3,745.0,Level5,,1.0,1.0,,1.0,
3331,2015년 하반기,엘지전자㈜,기술·전문강사,신입,서울4년,컴퓨터공학,3.5,875.0,,,1.0,,,,
3332,2015년 상반기,엘지전자㈜,화학엔지니어,신입,수도권4년,화학공학,3.4,885.0,,,1.0,1.0,,1.0,
3333,2014년 하반기,엘지전자㈜,기계엔지니어,신입,서울4년,신소재공학과,3.3,830.0,,,,1.0,,,
3334,2015년 하반기,엘지전자㈜,설계엔지니어,신입,지방4년,기계공학부,3.8,845.0,,,,,,,1.0
3335,2015년 하반기,엘지전자㈜,전기·전자엔지니어,신입,서울4년,전기생체공학부,3.5,735.0,Level6,,,2.0,,3.0,
3336,2015년 하반기,엘지전자㈜,화학엔지니어,신입,서울4년,화학생명공학,3.7,615.0,Level6,IL,,,,,
3337,2014년 상반기,엘지전자㈜,전기·전자엔지니어,신입,서울4년,전기생체공학부,3.5,735.0,Level6,,,2.0,,3.0,
3338,2023년 상반기,엘티삼보(주),노무관리자,신입,수도권4년,경제학과,4.13,455.0,,,,4.0,,,
3339,2022년 하반기,엘티소재(주),재무담당자,신입,수도권4년,경제학과,4.13,455.0,,,,4.0,,,
3340,2020년 상반기,엘티소재(주),화학엔지니어,신입,수도권4년,응용화학생명공학과,3.84,855.0,,IH,2.0,3.0,3.0,1.0,1.0
3341,2023년 상반기,여천NCC㈜,설비엔지니어,신입,서울4년,기계공학,4.15,865.0,,IH,,2.0,1.0,1.0,1.0
3342,2017년 하반기,여천NCC㈜,전기·전자엔지니어,신입,고졸,,,,,,,,,,
3343,2015년 하반기,여천NCC㈜,품질관리자,신입,수도권4년,화학공학,3.4,885.0,,,1.0,1.0,,1.0,
3344,2022년 하반기,연세대학교,사무담당자,신입,서울4년,영어교육과,3.37,845.0,,,,2.0,,,
3345,2017년 상반기,연세대학교,사무담당자,신입,서울4년,중어중문,3.78,935.0,,IH,,,,,2.0
3346,2016년 하반기,연세대학교,사무보조,신입,지방4년,공공행정학부,3.53,890.0,,,1.0,2.0,,2.0,
3347,2016년 상반기,연세대학교,사무담당자,신입,수도권4년,중국언어문화학,4.2,845.0,,,,1.0,,,
3348,2022년 상반기,연합뉴스티브이,경영·비즈니스기획,신입,지방4년,중어중문학과,3.44,805.0,,IM1,,1.0,,,
3349,2017년 하반기,영풍전자(주),반도체엔지니어,신입,지방4년,금속신소재공학전공,4.05,770.0,,,,,,,
3350,2015년 하반기,영풍정밀(주),설계엔지니어,신입,지방4년,기계시스템공학과,4.1,815.0,Level5,,,1.0,3.0,,
3351,2018년 하반기,영화진흥위원회,사무담당자,신입,대졸4년,무역학과,3.69,910.0,Level6,IM2,1.0,3.0,1.0,,1.0
3352,2017년 상반기,예금보험공사,사무담당자,신입,수도권4년,산업경제학과,3.3,815.0,,,,,,,
3353,2016년 하반기,예금보험공사,사무담당자,신입,고졸,,,,,,,,,,
3354,2016년 하반기,예금보험공사,사무담당자,신입,고졸,,,,,,,,,,
3355,2016년 하반기,예금보험공사,경영·비즈니스기획,신입,고졸,,,,,,,,,,
3356,2016년 하반기,예금보험공사,사무담당자,신입,서울4년,경제학과,4.1,980.0,Level7,,1.0,1.0,,,
3357,2016년 하반기,예금보험공사,사무담당자,신입,수도권4년,산업경제학과,3.3,815.0,,,,,,,
3358,2016년 상반기,예금보험공사,사무담당자,인턴,서울4년,경제학과,4.1,980.0,Level7,,1.0,6.0,,,
3359,2016년 상반기,예금보험공사,회계담당자,신입,고졸,,,,,,,,,3.0,
3360,2016년 상반기,예금보험공사,회계담당자,신입,고졸,,,,,,,,,,
3361,2021년 상반기,예술의전당,사운드엔지니어,신입,지방4년,전자공학과,3.9,,,,,1.0,,1.0,
3362,2017년 상반기,예술의전당,경영·비즈니스기획,신입,대졸4년,무역학과,3.69,910.0,Level6,IM2,1.0,4.0,1.0,,1.0
3363,2021년 상반기,오뚜기라면(주),품질관리자,신입,서울4년,전기공학과,3.47,920.0,,IH,1.0,2.0,1.0,3.0,2.0
3364,2020년 상반기,오비맥주(주),제품영업,신입,지방4년,사학과,4.01,930.0,,IH,,3.0,2.0,1.0,
3365,2018년 하반기,오비맥주(주),사무담당자,신입,서울4년,기계계열,3.56,970.0,,IH,,1.0,,,
3366,2017년 하반기,오비맥주(주),생산직종사자,신입,지방4년,환경공학과,4.17,820.0,,,2.0,2.0,1.0,1.0,
3367,2016년 하반기,오비맥주(주),제품영업,인턴,서울4년,영어통번역학과,3.66,900.0,Level7,,1.0,3.0,,1.0,1.0
3368,2015년 하반기,오비맥주(주),화학엔지니어,신입,서울4년,식품생명공학과,4.5,880.0,,IH,,1.0,1.0,1.0,1.0
3369,2016년 하반기,오비맥주(주),영업지원,인턴,서울4년,행정학,3.56,915.0,,IH,,3.0,,,1.0
3370,2016년 하반기,오비맥주(주),영업지원,인턴,서울4년,법학,3.6,850.0,,IH,1.0,1.0,,,
3371,2016년 상반기,오비맥주(주),화학엔지니어,신입,대졸4년,환경공학과,3.8,810.0,,IH,,2.0,,,
3372,2022년 상반기,오송첨단의료산업진흥재단,R&D·연구원,신입,대학원,국제의료경영학과,2.71,715.0,,IM2,2.0,2.0,3.0,2.0,1.0
3373,2022년 하반기,오스템임플란트(주),경영·비즈니스기획,신입,수도권4년,사학과,3.89,860.0,Level7,,,3.0,,,
3374,2016년 하반기,오스템임플란트(주),생산직종사자,신입,초대졸,사회복지과,4.0,,,,,5.0,,,
3375,2016년 하반기,오스템임플란트(주),웹개발자,신입,대졸4년,소프트웨어공학과,3.4,,,,,1.0,1.0,1.0,
3376,2016년 상반기,오스템임플란트(주),IT·기술영업,신입,지방4년,전자공학과,3.6,825.0,Level6,,,2.0,,,
3377,2016년 하반기,오일허브코리아여수(주),현장관리자,신입,고졸,,,,,,,,2.0,2.0,
3378,2017년 하반기,오텍캐리어㈜,IT·기술영업,신입,수도권4년,전자공학,3.3,,,,,,,,
3379,2016년 하반기,오텍캐리어㈜,제품영업,신입,지방4년,발명특허,3.93,,,,,2.0,1.0,1.0,
3380,2016년 하반기,오텍캐리어㈜,전기·전자엔지니어,신입,대학원,전자전기공학과,4.39,775.0,Level6,,,,,1.0,1.0
3381,2015년 하반기,오텍캐리어㈜,전기·전자엔지니어,신입,지방4년,자동차공학과,3.8,800.0,Level6,,,2.0,,,
3382,2015년 하반기,오티스엘리베이터(유),자재관리자,신입,수도권4년,산업경영공학,3.43,840.0,,IH,1.0,1.0,,,1.0
3383,2023년 상반기,온라인팜(주),웹개발자,신입,초대졸,컴퓨터응용기계과,3.68,,,,1.0,,,,1.0
3384,2021년 하반기,온세미컨덕터코리아(주),반도체엔지니어,신입,서울4년,전기전자계열,3.4,,Level6,IH,,,,,
3385,2022년 상반기,와디즈(주),그로스해커,인턴,서울4년,언론홍보학과,3.42,,,,1.0,2.0,1.0,,
3386,2022년 하반기,와이아이케이,회계담당자,신입,수도권4년,경제학과,4.13,455.0,,,,4.0,,,
3387,2022년 하반기,용마로지스㈜,무역사무원,신입,수도권4년,무역학부,3.77,990.0,,,2.0,6.0,,,
3388,2020년 상반기,용인세브란스병원,홍보,신입,지방4년,행정학과,4.0,800.0,Level5,,,2.0,,,
3389,2021년 하반기,우리에프아이에스㈜,웹개발자,신입,서울4년,컴퓨터공학과,4.07,845.0,,,,,,,
3390,2017년 상반기,우리에프아이에스㈜,시스템엔지니어,신입,대학원,전자컴퓨터통신공,3.81,865.0,Level5,IM2,1.0,1.0,,,
3391,2015년 하반기,우리에프아이에스㈜,웹개발자,신입,서울4년,컴퓨터공학과,4.0,830.0,Level6,,1.0,1.0,,,
3392,2015년 하반기,우리에프아이에스㈜,앱개발자,신입,서울4년,컴퓨터공학,3.5,,,,1.0,1.0,,,1.0
3393,2015년 하반기,우리에프아이에스㈜,기술·전문강사,신입,서울4년,컴퓨터공학,3.5,875.0,,,1.0,,,,
3394,2017년 상반기,우미건설㈜,영업지원,신입,서울4년,도시공,4.23,870.0,Level6,,,2.0,,,
3395,2017년 하반기,우체국금융개발원,금융영업,신입,지방4년,보건행정과,3.97,755.0,Level6,,1.0,4.0,,1.0,
3396,2021년 상반기,울산과학기술원,사무담당자,신입,서울4년,영어영문학과,4.11,950.0,,IH,,3.0,2.0,,1.0
3397,2019년 하반기,울산대학교,사무담당자,신입,지방4년,경제통상학부,4.08,,,,,3.0,,,1.0
3398,2016년 상반기,웅진식품㈜,온라인마케터,인턴,해외대학,Business Administration,3.0,,,AL,2.0,,,,1.0
3399,2022년 상반기,웍스모바일(주),웹개발자,인턴,서울4년,컴퓨터공학과,4.1,845.0,,IH,,,,,
3400,2016년 상반기,웍스모바일(주),앱개발자,인턴,지방4년,컴퓨터공학,4.05,730.0,,IM2,,3.0,2.0,1.0,
3401,2016년 하반기,웍스모바일(주),앱개발자,신입,지방4년,컴퓨터소프트웨어공학전공,3.86,,,IL,,,,,
3402,2016년 하반기,웍스모바일(주),웹개발자,신입,대졸4년,소프트웨어공학과,3.4,,,,,1.0,1.0,1.0,
3403,2021년 하반기,웹케시(주),웹개발자,신입,서울4년,전자정보공학과,3.9,,Level6,,1.0,2.0,2.0,,
3404,2016년 상반기,위아마그나파워트레인(주),기계엔지니어,신입,서울4년,기계공학,3.85,935.0,,IH,,,,1.0,1.0
3405,2015년 상반기,윌로펌프(주),기계엔지니어,신입,지방4년,기계공학과,3.8,840.0,Level6,,,2.0,,1.0,
3406,2015년 하반기,유네코㈜,설계엔지니어,신입,서울4년,기계공/ 바이오융합기술,2.9,875.0,Level5,,,1.0,3.0,,
3407,2016년 하반기,유베이스,시스템엔지니어,신입,수도권4년,정보통신전자공,4.02,810.0,Level6,,1.0,3.0,,,
3408,2016년 하반기,유베이스,해외영업,신입,서울4년,한국사학과,3.71,960.0,Level6,,,,,,1.0
3409,2015년 하반기,유베이스,인바운드상담원,인턴,고졸,,,,,,,,,,
3410,2015년 상반기,유비쿼스,앱개발자,신입,대졸4년,컴퓨터공학,3.01,840.0,,IH,,1.0,,,
3411,2015년 상반기,유비쿼스,앱개발자,인턴,수도권4년,컴퓨터공학과,3.4,885.0,,,,1.0,1.0,,
3412,2015년 하반기,유비쿼스,앱개발자,신입,수도권4년,컴퓨터공학,3.4,885.0,,,1.0,1.0,,,
3413,2019년 하반기,유선엔지니어링건축사무소,건축기사,신입,지방4년,건축학전공(5년),3.73,,,,3.0,2.0,2.0,,
3414,2015년 하반기,유안타증권㈜,재무담당자,신입,서울4년,파이낸스경영학과,3.6,965.0,,AL,2.0,1.0,,,1.0
3415,2023년 상반기,유영제약,인사담당자,신입,서울4년,경영학과,3.5,,IH,,1.0,4.0,,2.0,
3416,2018년 하반기,유영제약,영업지원,신입,수도권4년,중어중문학과,4.26,845.0,,,,4.0,,,
3417,2020년 상반기,유진기업(주),회계담당자,신입,대학원,경영학과,3.77,710.0,Level5,,,8.0,2.0,,
3418,2018년 하반기,유한킴벌리㈜,제품영업,신입,서울4년,경제학과,4.22,950.0,,IH,,2.0,1.0,1.0,2.0
3419,2017년 상반기,유한킴벌리㈜,제품영업,신입,서울4년,경영학과,3.8,945.0,Level7,,2.0,,,,
3420,2023년 하반기,은행권청년창업재단,영업지원,인턴,서울4년,문화콘텐츠학과,3.8,,,IH,1.0,3.0,2.0,,1.0
3421,2018년 하반기,의료법인삼광의료재단,제품영업,신입,수도권4년,관광경영,3.44,895.0,,IH,1.0,3.0,,,2.0
3422,2018년 하반기,의료법인삼광의료재단,제품영업,신입,서울4년,법,3.59,895.0,,,1.0,1.0,,,
3423,2016년 하반기,이노와이어리스,앱개발자,신입,지방4년,전자공학,3.3,855.0,,IM2,,1.0,,,
3424,2018년 하반기,이니텍(주),네트워크엔지니어,신입,서울4년,정보통신공학과,2.92,,,,,3.0,,2.0,
3425,2023년 상반기,이랜드월드,MD,인턴,서울4년,문화콘텐츠학과,3.8,,,IH,1.0,3.0,1.0,,1.0
3426,2023년 하반기,이랜드월드,MD,인턴,서울4년,문화콘텐츠학과,3.8,,,IH,1.0,3.0,1.0,,1.0
3427,2023년 상반기,이랜드월드,영업관리,신입,대졸4년,중국어과,3.5,,,,,,,,1.0
3428,2022년 하반기,이랜드월드,MD,신입,수도권4년,일본어통번역학과,3.6,700.0,,IM1,1.0,2.0,,3.0,
3429,2019년 상반기,이랜드월드,경영·비즈니스기획,인턴,서울4년,경영학부,3.65,960.0,,AL,3.0,,,4.0,1.0
3430,2015년 상반기,이랜드월드,경영·비즈니스기획,신입,서울4년,전자전기공학부,2.8,780.0,,,1.0,,5.0,1.0,
3431,2015년 상반기,이랜드월드,경영·비즈니스기획,신입,서울4년,글로벌경영학과,4.0,,Level7,,,2.0,,,
3432,2015년 하반기,이랜드월드,매장관리자,인턴,서울4년,부동산학과,4.1,,,,1.0,,,1.0,1.0
3433,2023년 상반기,이랜드월드패션사업부,제품영업,신입,대졸4년,중국어과,3.5,,,,,,,,1.0
3434,2022년 하반기,이랜드월드패션사업부,영업지원,신입,대졸4년,중국어과,3.5,,,,,,,,1.0
3435,2022년 하반기,이랜드월드패션사업부,경영·비즈니스기획,신입,해외대학,국제통상과,,920.0,,,1.0,3.0,1.0,,2.0
3436,2016년 하반기,이랜드월드패션사업부,제품영업,신입,서울4년,경영학,3.5,880.0,,,,,,,
3437,2016년 하반기,이랜드월드패션사업부,매장관리자,신입,서울4년,문화기획,3.97,,,,,,,,
3438,2019년 상반기,이스타항공(주),회계담당자,신입,서울4년,경영학,3.5,940.0,,,,2.0,,1.0,
3439,2018년 하반기,이스타항공(주),영업지원,신입,수도권4년,관광경영,3.44,895.0,,IH,1.0,3.0,,,2.0
3440,2016년 상반기,이스타항공(주),영업지원,신입,서울4년,경영,3.3,900.0,,IH,,,,,1.0
3441,2016년 상반기,이스타항공(주),제품영업,신입,수도권4년,중국언어문화학,4.2,845.0,,,,1.0,,,
3442,2021년 하반기,이연제약(주),바이오·제약연구원,신입,대학원,화공생명공학과,4.19,800.0,Level6,,,5.0,1.0,,
3443,2018년 하반기,이연제약(주),품질관리자,신입,지방4년,응용화학공학과,3.45,855.0,,IM2,1.0,3.0,,1.0,1.0
3444,2018년 상반기,이투스교육(주),경영·비즈니스기획,신입,지방4년,자산운용과학과,3.5,,,,,,,,
