,년도 및 분기,회사명,지원 직종,지원 유형,학력,과,학점,토익 점수,토스 레벨,오픽 레벨,인턴 경험,자격증 개수,수상내역,자원봉사,해외 경험
3445,2016년 하반기,이투스교육(주),경영·비즈니스기획,신입,대졸4년,정보통계,3.54,805.0,,,,2.0,,,
3446,2016년 상반기,이트너스(주),인사담당자,인턴,수도권4년,경영학과,4.3,910.0,Level6,,,5.0,,1.0,
3447,2022년 하반기,이화다이아몬드공업㈜,회계담당자,신입,수도권4년,경제학과,4.13,455.0,,,,4.0,,,
3448,2019년 하반기,이화다이아몬드공업㈜,품질관리자,신입,서울4년,신소재공학부,3.65,770.0,Level6,,,,,,
3449,2018년 하반기,이화다이아몬드공업㈜,해외영업,신입,서울4년,영어영문,3.69,940.0,,IH,,5.0,,,1.0
3450,2021년 하반기,이화여자대학교의료원,경영지원,신입,서울4년,경영학과,3.6,855.0,Level5,,,2.0,,,
3451,2015년 하반기,인그리디언코리아(유),품질관리자,인턴,수도권4년,화학공학과,3.5,795.0,Level5,,,1.0,,1.0,
3452,2016년 하반기,인그리디언코리아(유),품질관리자,인턴,서울4년,화공생명공학과,2.4,875.0,,IM2,,1.0,,,
3453,2016년 하반기,인그리디언코리아(유),품질관리자,인턴,서울4년,환경공학과/화학공학(복수전공),3.9,965.0,Level7,,,1.0,1.0,1.0,1.0
3454,2018년 하반기,인천공항에너지(주),설치·수리기사,신입,수도권4년,기계공학과,4.1,805.0,,,,3.0,1.0,1.0,
3455,2019년 상반기,인천관광공사,경영·비즈니스기획,신입,대졸4년,국제비즈니스어학부 중어전공,3.52,810.0,Level6,,,2.0,1.0,,2.0
3456,2022년 상반기,인천교통공사,사무보조,인턴,고졸,,,,,,,,,,
3457,2020년 상반기,인천교통공사,네트워크엔지니어,신입,수도권4년,정보보호학과,3.56,,,IH,1.0,4.0,7.0,,1.0
3458,2017년 하반기,인천교통공사,전기·전자엔지니어,신입,서울4년,전기전자,3.43,810.0,Level6,,,3.0,,,
3459,2016년 하반기,인천교통공사,통신엔지니어,신입,수도권4년,정보통신전자공,4.02,810.0,Level6,,1.0,3.0,,,
3460,2019년 상반기,인천국제공항공사,전기·전자엔지니어,신입,지방4년,전자공학,3.5,860.0,,,,,,,
3461,2018년 하반기,인천국제공항공사,전기·전자엔지니어,신입,지방4년,전자공학,3.5,860.0,,,,,,,
3462,2017년 상반기,인천국제공항공사,전기·전자엔지니어,신입,지방4년,전자공학,3.5,840.0,Level5,,,1.0,,,
3463,2017년 상반기,인천국제공항공사,기계엔지니어,신입,지방4년,기계설계공학과,3.81,875.0,,IH,1.0,3.0,,,
3464,2016년 상반기,인천국제공항공사,현장관리자,신입,서울4년,기계공학부,3.6,895.0,Level6,,,4.0,,,
3465,2016년 하반기,인천국제공항공사,시설관리자,신입,고졸,,,,,,,,,,
3466,2016년 상반기,인천국제공항공사,통신엔지니어,신입,지방4년,전자공학과,3.5,860.0,,,,1.0,,,
3467,2016년 상반기,인천국제공항공사,온라인마케터,인턴,지방4년,경제통상학부,3.9,930.0,Level7,,1.0,3.0,,1.0,1.0
3468,2016년 상반기,인천국제공항공사,시설관리자,신입,고졸,,,,,,,,,,
3469,2015년 상반기,인천국제공항공사,기계엔지니어,인턴,지방4년,기계,3.5,910.0,Level7,,,,,,1.0
3470,2016년 상반기,인천국제공항공사,네트워크엔지니어,신입,서울4년,산업정보시스템공학,3.8,915.0,Level6,,1.0,1.0,,,
3471,2016년 상반기,인천국제공항공사,시스템엔지니어,인턴,서울4년,컴퓨터공학부,3.9,940.0,,,,1.0,,,
3472,2015년 하반기,인천국제공항공사,경영·비즈니스기획,신입,지방4년,경제,3.8,945.0,Level6,,,4.0,,,1.0
3473,2019년 하반기,인천글로벌캠퍼스운영,전기기사,신입,서울4년,전기전자,3.43,810.0,Level6,,,3.0,,,
3474,2019년 상반기,인천대학교,교직원·조교,신입,수도권4년,남아프리카어전공,3.96,970.0,Level7,,1.0,1.0,,,1.0
3475,2018년 상반기,인천도시공사,사무담당자,신입,초대졸,국제경영학과,3.76,,,,,4.0,1.0,,
3476,2022년 상반기,인천시설공단,사무담당자,신입,서울4년,사회과학대학,3.58,955.0,Level6,,,2.0,,1.0,
3477,2019년 상반기,인천시설공단,전기·전자엔지니어,신입,서울4년,전기전자,3.43,810.0,Level6,,,3.0,,,
3478,2019년 상반기,인천종합에너지㈜,생산직종사자,신입,수도권4년,기계공학과,4.1,805.0,,,,3.0,1.0,1.0,
3479,2022년 상반기,인천중구시설관리공단,사무담당자,신입,서울4년,사회과학대학,3.58,955.0,Level6,,,2.0,,1.0,
3480,2017년 하반기,인천항만공사,전기·전자엔지니어,신입,고졸,,,,,,,,,,
3481,2015년 상반기,인천화학(주),품질관리자,신입,서울4년,화학공학과,3.8,910.0,,,,,,,
3482,2022년 상반기,인카금융서비스㈜,경영·비즈니스기획,신입,지방4년,사회복지학과,3.2,,,,1.0,,,,
3483,2016년 상반기,인하대학교,의사,신입,지방4년,간호학과,3.99,,,,,1.0,,1.0,1.0
3484,2015년 상반기,인하대학교,사무담당자,신입,수도권4년,경영학과,3.6,820.0,Level5,,2.0,2.0,1.0,3.0,
3485,2019년 상반기,일동홀딩스,제품영업,신입,서울4년,중어중문학과,4.26,845.0,,,,,,,
3486,2019년 하반기,일동홀딩스,온라인마케터,신입,서울4년,관광경영학과,3.2,885.0,,,1.0,2.0,,1.0,
3487,2018년 하반기,일동홀딩스,바이오·제약연구원,신입,대학원,환경보건학과,3.66,900.0,,IM2,,,,,
3488,2017년 하반기,일동홀딩스,앱개발자,신입,서울4년,산업시스템공학과,3.47,755.0,,IM2,1.0,3.0,,3.0,
3489,2015년 하반기,일동홀딩스,제품영업,신입,서울4년,체육학과/경영학과,3.7,775.0,,,1.0,4.0,3.0,1.0,1.0
3490,2016년 상반기,일동홀딩스,품질관리자,신입,수도권4년,화학공학과,3.5,795.0,Level5,,,1.0,,1.0,
3491,2018년 하반기,일산백병원,간호사,신입,대졸4년,간호학과(4년제),3.24,780.0,,,,1.0,,3.0,
3492,2019년 상반기,일성건설,인사담당자,신입,서울4년,경영정보학과,4.17,755.0,,,1.0,5.0,,,
3493,2022년 상반기,일성신약,구매관리자,신입,수도권4년,국제학과,3.51,980.0,,AL,2.0,1.0,,1.0,1.0
3494,2021년 상반기,일성신약,품질관리자,신입,서울4년,생물공학과,3.72,860.0,Level6,,,,,,
3495,2019년 하반기,일성신약,제품영업,신입,수도권4년,컴퓨터공학과,3.67,700.0,Level6,,,1.0,,3.0,
3496,2018년 하반기,일성신약,영업지원,신입,서울4년,법,3.59,870.0,,IH,1.0,1.0,,,1.0
3497,2017년 상반기,일성신약,제품영업,신입,서울4년,법,3.59,870.0,,IH,1.0,1.0,,,1.0
3498,2017년 상반기,일양약품,제품영업,신입,지방4년,발명특허학과,3.93,,,,,1.0,,1.0,
3499,2017년 상반기,일진다이아몬드(주),기계엔지니어,신입,수도권4년,기계.금속교육전공,3.3,785.0,Level6,,,,,1.0,
3500,2016년 상반기,일진다이아몬드(주),온라인마케터,신입,서울4년,경제학부,3.02,840.0,Level6,IM2,2.0,5.0,,,
3501,2017년 상반기,일진디스플레이㈜,인사담당자,신입,대학원,경영학과,4.31,950.0,Level7,,,,,,1.0
3502,2018년 상반기,일진디스플레이㈜,품질관리자,신입,수도권4년,법/안전공학,3.59,,,IM1,,3.0,,,
3503,2014년 하반기,일진디스플레이㈜,품질관리자,신입,서울4년,화학공학과,3.5,760.0,Level6,,,,,,
3504,2017년 하반기,일진전기(주),구매관리자,신입,해외대학,상경학부,3.03,930.0,,,1.0,4.0,,,1.0
3505,2015년 하반기,일진전기(주),구매관리자,신입,지방4년,국제통상,3.8,850.0,,,,2.0,,1.0,
3506,2022년 하반기,일진제강(주),해외영업,신입,수도권4년,경영학부,3.6,860.0,Level7,,,3.0,,,1.0
3507,2023년 상반기,자화전자㈜,공정엔지니어,신입,수도권4년,기계과 기계시스템전공,3.5,900.0,,13,,3.0,,1.0,
3508,2019년 상반기,잡코리아(유),온라인마케터,신입,수도권4년,언론정보학과,4.32,970.0,,AL,1.0,2.0,1.0,1.0,3.0
3509,2018년 하반기,장금상선㈜,자재관리자,신입,서울4년,상경대학계열,3.5,,,AL,,,1.0,,2.0
3510,2017년 상반기,전국렌터카공제조합,심사,신입,수도권4년,경영학과,3.21,,,,,1.0,,,2.0
3511,2021년 상반기,전남도시가스(주),화학엔지니어,신입,서울4년,화학공학부,3.87,860.0,,IH,,2.0,2.0,,
3512,2020년 상반기,전략물자관리원,경영·비즈니스기획,신입,수도권4년,국제경영학과,2.88,800.0,,,,2.0,,,1.0
3513,2020년 상반기,전략물자관리원,화학엔지니어,신입,지방4년,화학공학부,3.5,820.0,Level5,IM1,1.0,3.0,1.0,,
3514,2019년 하반기,전력거래소,전기기사,신입,서울4년,전기전자,3.43,810.0,Level6,,,3.0,,,
3515,2019년 상반기,전력거래소,전기·전자엔지니어,신입,서울4년,전기전자,3.43,810.0,Level6,,,3.0,,,
3516,2019년 상반기,전력거래소,시스템엔지니어,신입,지방4년,컴퓨터공,4.17,785.0,Level6,,,4.0,,,
3517,2019년 상반기,전력거래소,전기·전자엔지니어,신입,수도권4년,에너지IT학과,4.13,730.0,,,,2.0,,,
3518,2019년 상반기,전력거래소,경영·비즈니스기획,신입,지방4년,경영학과,3.7,825.0,,,,1.0,,,
3519,2017년 하반기,전력거래소,사무담당자,신입,대학원,경영학부,3.96,930.0,,AL,2.0,1.0,1.0,,2.0
3520,2017년 하반기,전력거래소,웹개발자,신입,고졸,,,,,,,,,2.0,
3521,2017년 하반기,전력거래소,전기·전자엔지니어,인턴,고졸,,,,,,,,,,
3522,2016년 상반기,전력거래소,사무담당자,신입,서울4년,경제학과,4.1,980.0,Level7,,1.0,4.0,,,
3523,2023년 상반기,전문건설공제조합,경영·비즈니스기획,신입,서울4년,공공인재학부,4.07,815.0,Level6,,1.0,1.0,,,
3524,2022년 하반기,전문건설공제조합,경영·비즈니스기획,신입,서울4년,공공인재학부,4.07,815.0,Level6,,1.0,1.0,,,
3525,2019년 하반기,정보통신산업진흥원,경영·비즈니스기획,신입,수도권4년,경영학과 마케팅경영전공,3.57,,Level6,,1.0,3.0,1.0,1.0,
3526,2022년 상반기,정보통신산업진흥원부설소프트웨어정책연구소,R&D·연구원,신입,대학원,국제의료경영학과,2.71,715.0,,IM2,2.0,2.0,3.0,2.0,1.0
3527,2021년 상반기,정보통신산업진흥원부설소프트웨어정책연구소,R&D·연구원,신입,대학원,국제의료경영학과,2.71,715.0,,IM2,,2.0,3.0,2.0,1.0
3528,2018년 하반기,제이비㈜,화학엔지니어,신입,대학원,반도체&디스플레이과학경영학과,3.95,760.0,,,1.0,2.0,,,1.0
3529,2018년 상반기,제이티비씨미디어텍,사무담당자,신입,서울4년,경제학과,3.7,820.0,Level6,,,,1.0,,1.0
3530,2015년 상반기,제일모직(주),건축기사,인턴,서울4년,전자전기,3.6,,Level5,,,,,,
3531,2017년 상반기,제일산업(주),품질관리자,신입,대졸4년,발명특허학과,3.83,,,,,2.0,1.0,1.0,
3532,2017년 상반기,제주국제자유도시개발센터,사무담당자,신입,서울4년,경제,3.34,815.0,,,,,,,
3533,2016년 상반기,제주국제자유도시개발센터,사무담당자,신입,고졸,,,,,,,,,,
3534,2015년 하반기,제주은행,금융영업,신입,서울4년,경제학과,3.7,855.0,Level6,,,2.0,2.0,1.0,1.0
3535,2016년 상반기,제주특별자치도개발공사,영업지원,신입,수도권4년,산업경제학과,3.3,815.0,,,,,,,
3536,2017년 상반기,젬하우시스(주),제품영업,신입,서울4년,법,3.59,870.0,,IH,1.0,1.0,,,
3537,2016년 상반기,젬하우시스(주),경영·비즈니스기획,신입,해외대학,회계,3.5,915.0,,,,,,,2.0
3538,2022년 하반기,조선내화(주),재무담당자,신입,수도권4년,경제학과,4.13,455.0,,,,4.0,,,
3539,2016년 상반기,조선내화(주),화학엔지니어,신입,수도권4년,화학공학,3.9,845.0,Level6,,,,2.0,,
3540,2022년 상반기,조선방송,기자,인턴,대학원,저널리즘학과,4.32,,,,,,,,
3541,2019년 하반기,조선방송,재무담당자,신입,서울4년,회계학과,3.38,910.0,,IH,,2.0,,,
3542,2023년 상반기,조선비즈,기자,신입,대학원,저널리즘학과,4.32,,,,,,,,
3543,2019년 하반기,조원관광진흥(주),제품영업,신입,서울4년,독어독문학과,4.05,895.0,,IH,,,,,1.0
3544,2015년 하반기,조원관광진흥(주),자재관리자,신입,서울4년,역사,4.3,,,,,,,,
3545,2022년 상반기,종근당바이오,품질관리자,신입,대학원,화공생명공학과,4.19,800.0,Level6,,,5.0,1.0,,1.0
3546,2015년 하반기,㈜ 멜파스,반도체엔지니어,신입,수도권4년,전자공학과,3.7,925.0,Level6,,,,1.0,,
3547,2022년 하반기,㈜ 아워홈,법인영업,신입,대졸4년,중국어과,3.5,,,,,,,,1.0
3548,2021년 하반기,㈜ 아워홈,바이오·제약연구원,신입,대학원,화공생명공학과,4.19,800.0,Level6,,,5.0,1.0,,1.0
3549,2016년 하반기,㈜ 아워홈,요리사,인턴,지방4년,컴퓨터공학과,2.5,,,,,,1.0,1.0,
3550,2014년 하반기,㈜ 아워홈,온라인마케터,신입,서울4년,경제학부,3.0,840.0,Level6,,,4.0,,,
3551,2022년 하반기,㈜ 커피빈코리아,사무담당자,인턴,대학원,컨벤션호텔경영학과,4.26,800.0,,,2.0,3.0,,,
3552,2019년 상반기,㈜ 커피빈코리아,요리사,신입,초대졸,와인바리스타과,,,,,,2.0,,,
3553,2016년 상반기,㈜ 커피빈코리아,사무담당자,신입,서울4년,행정학과,3.41,750.0,,,,2.0,,1.0,
3554,2017년 상반기,㈜ 커피빈코리아,경영·비즈니스기획,인턴,서울4년,법,3.59,870.0,,IH,1.0,1.0,,,
3555,2015년 하반기,㈜ 커피빈코리아,인사담당자,인턴,대졸4년,대외한어-경제무역,,,,,1.0,4.0,1.0,,
3556,2023년 하반기,㈜BGF리테일,회계담당자,신입,서울4년,경영학과 경영학전공,3.45,885.0,,,1.0,1.0,,,
3557,2023년 상반기,㈜BGF리테일,영업관리,신입,대졸4년,중국어과,3.5,,,,,,,,1.0
3558,2022년 상반기,㈜BGF리테일,웹퍼블리셔,신입,서울4년,컴퓨터공학부 컴퓨터공학전공,3.06,,,AL,1.0,1.0,,,
3559,2021년 하반기,㈜BGF리테일,영업지원,인턴,서울4년,경영학,3.79,970.0,,IH,2.0,2.0,,,1.0
3560,2021년 상반기,㈜BGF리테일,제품영업,신입,서울4년,무역학과,3.92,895.0,,IH,,6.0,10.0,,3.0
3561,2021년 하반기,㈜BGF리테일,영업지원,인턴,서울4년,벤처중소기업학과,3.69,780.0,Level6,,1.0,2.0,,1.0,
3562,2020년 하반기,㈜BGF리테일,영업지원,신입,수도권4년,경영학과,3.91,,,IH,,4.0,3.0,1.0,4.0
3563,2021년 상반기,㈜BGF리테일,제품영업,신입,지방4년,산업공학과,3.35,810.0,,,1.0,2.0,1.0,,
3564,2020년 상반기,㈜BGF리테일,영업지원,신입,지방4년,경영학과 경영학전공,3.59,,,,,4.0,1.0,,
3565,2020년 상반기,㈜BGF리테일,제품영업,신입,수도권4년,경제학과,4.05,890.0,,IH,2.0,4.0,1.0,,2.0
3566,2020년 하반기,㈜BGF리테일,영업지원,인턴,지방4년,경영학과,3.25,725.0,,,,5.0,,,1.0
3567,2020년 상반기,㈜BGF리테일,웹개발자,신입,서울4년,산업시스템공학과,3.68,,Level6,,2.0,6.0,1.0,2.0,1.0
3568,2018년 하반기,㈜BGF리테일,영업지원,신입,수도권4년,컴퓨터공학과,3.67,700.0,Level6,,,1.0,,3.0,
3569,2019년 하반기,㈜BGF리테일,영업지원,인턴,지방4년,사학과,4.01,930.0,,IH,,3.0,2.0,1.0,
3570,2020년 상반기,㈜BGF리테일,영업지원,인턴,지방4년,사학과,4.01,930.0,,IH,,3.0,2.0,1.0,
3571,2017년 하반기,㈜BGF리테일,영업지원,신입,서울4년,신문방송학부,3.0,930.0,,,1.0,2.0,,,
3572,2019년 상반기,㈜BGF리테일,영업지원,신입,대학원,신문방송학과,3.65,700.0,,IM1,,,1.0,,1.0
3573,2019년 상반기,㈜BGF리테일,영업지원,신입,서울4년,경영학부,3.9,955.0,Level7,,1.0,,,,1.0
3574,2018년 상반기,㈜BGF리테일,영업지원,신입,대학원,불어불문학전공,3.21,800.0,Level6,IM2,,2.0,,2.0,
3575,2018년 하반기,㈜BGF리테일,제품영업,신입,수도권4년,관광경영,3.44,895.0,,IH,1.0,3.0,,,2.0
3576,2018년 상반기,㈜BGF리테일,영업지원,신입,수도권4년,영미언어문화전공,3.76,945.0,,AL,,4.0,2.0,,1.0
3577,2017년 상반기,㈜BGF리테일,영업지원,신입,지방4년,인문계,3.22,770.0,,IH,1.0,1.0,,,
3578,2017년 상반기,㈜BGF리테일,제품영업,신입,수도권4년,경제학과,3.02,845.0,,IM2,1.0,3.0,,1.0,2.0
3579,2017년 하반기,㈜BGF리테일,자재관리자,신입,서울4년,국제물류학과,3.75,895.0,,IM2,2.0,2.0,2.0,,
3580,2017년 하반기,㈜BGF리테일,경영·비즈니스기획,신입,서울4년,국어국문,3.5,,,AL,,,,,
3581,2017년 하반기,㈜BGF리테일,자재관리자,신입,서울4년,국제물류학과,3.98,140.0,Level6,AL,1.0,,1.0,,
3582,2017년 하반기,㈜BGF리테일,영업지원,신입,서울4년,경영학,3.7,935.0,Level6,,,,,,
3583,2017년 상반기,㈜BGF리테일,영업지원,신입,서울4년,한국사학과,3.8,960.0,,IH,,3.0,,,1.0
3584,2016년 하반기,㈜BGF리테일,제품영업,신입,수도권4년,아태물류학부,3.67,935.0,,IH,1.0,5.0,2.0,,3.0
3585,2016년 하반기,㈜BGF리테일,영업지원,신입,대졸4년,행정학부,3.9,960.0,,,2.0,,,1.0,2.0
3586,2016년 상반기,㈜BGF리테일,영업지원,신입,대졸4년,경영정보학과,3.9,855.0,Level6,,,2.0,,,
3587,2015년 하반기,㈜BGF리테일,영업지원,신입,서울4년,체육학과/경영학과,3.7,775.0,,,1.0,4.0,3.0,1.0,1.0
3588,2016년 상반기,㈜BGF리테일,영업지원,신입,수도권4년,경영학과,3.8,855.0,,,1.0,3.0,,1.0,
3589,2016년 상반기,㈜BGF리테일,매장관리자,신입,지방4년,IT응용공학과,3.3,900.0,Level6,,1.0,3.0,,,
3590,2015년 상반기,㈜BGF리테일,제품영업,신입,서울4년,행정학과,3.8,930.0,Level6,,,2.0,,1.0,
3591,2015년 하반기,㈜BGF리테일,영업지원,신입,서울4년,교육학과,3.9,,,,,3.0,2.0,1.0,
3592,2015년 상반기,㈜BGF리테일,제품영업,인턴,서울4년,경영학과,3.6,,,AL,1.0,1.0,,,1.0
3593,2016년 상반기,㈜BGF리테일,제품영업,신입,서울4년,경영학부,3.8,930.0,Level7,,,,,,
3594,2015년 하반기,㈜BGF리테일,영업지원,신입,수도권4년,경영학과,3.8,845.0,,,1.0,3.0,,1.0,
3595,2022년 하반기,㈜CJ ENM,온라인마케터,신입,서울4년,경영학과,3.79,895.0,,IM2,1.0,1.0,,,1.0
3596,2022년 상반기,㈜CJ ENM,시설관리자,신입,수도권4년,산업환경보건학과,3.31,,,,,,,,
3597,2020년 하반기,㈜CJ ENM,경영·비즈니스기획,신입,서울4년,경영정보학과,4.1,930.0,,,,,1.0,,1.0
3598,2019년 하반기,㈜CJ ENM,스태프,신입,지방4년,정치외교학과,4.13,970.0,,AL,,1.0,1.0,8.0,2.0
3599,2019년 상반기,㈜CJ ENM,PD·감독,신입,서울4년,컴퓨터과학전공,3.49,870.0,Level7,,,,,,1.0
3600,2018년 하반기,㈜CJ ENM,온라인마케터,신입,수도권4년,언론정보학과,4.32,970.0,,AL,1.0,2.0,1.0,1.0,3.0
3601,2019년 상반기,㈜CJ ENM,경영·비즈니스기획,신입,서울4년,경제학과,4.05,925.0,Level6,,,5.0,,,
